Date;Rot;VH;Team;1st;2nd;3rd;4th;Final;Open;Close;ML;2H
313;552;H;Minnesota Timberwolves;24;33;37;27;121;232.5;234.5;180;115
313;553;V;Dallas Mavericks;28;34;31;23;116;226;225;110;109.5
313;554;H;Denver Nuggets;29;22;22;30;103;2.5;1;-130;3.5
313;555;V;Indiana Pacers;29;33;35;25;122;219.5;225.5;250;111
313;556;H;Phoenix Suns;33;24;20;34;111;6.5;7;-300;7.5
314;557;V;Memphis Grizzlies;31;31;38;22;122;6.5;9.5;-410;4.5
314;558;H;Oklahoma City ThunderCity;28;27;35;38;128;220.5;223.5;340;114
314;559;V;Utah Jazz;22;32;32;33;119;6.5;7.5;-310;8
314;560;H;Golden State Warriors;33;34;28;36;131;230;234;260;120.5
314;561;V;San Antonio Spurs;22;30;21;26;99;225.5;223.5;180;113
314;562;H;Philadelphia 76ers;33;27;46;28;134;2.5;5;-210;0.5
314;563;V;Miami Heat;22;26;25;29;102;7;8;-300;4
314;564;H;Orlando Magic;19;26;32;20;97;211.5;209;250;102.5
314;565;V;Cleveland Cavaliers;22;24;20;16;82;223.5;222.5;190;107.5
314;566;H;Atlanta Hawks;26;23;20;31;100;6.5;5.5;-220;3
314;567;V;Boston Celtics;38;28;38;30;134;10.5;11;-700;1.5
314;568;H;Houston Rockets;34;19;19;35;107;224;221.5;500;113
314;569;V;Portland Trail Blazers;20;29;23;40;112;5;5;-185;2.5
314;570;H;Minnesota Timberwolves;24;23;29;38;114;234;234.5;165;114.5
314;571;V;Toronto Raptors;22;27;24;22;95;232.5;229;150;1
314;572;H;Chicago Bulls;28;30;27;33;118;4;3.5;-170;111
314;573;V;Los Angeles Clippers;24;33;26;32;115;5.5;6;-250;6.5
314;574;H;New Orleans Pelicans;36;31;43;25;135;236;233;210;114
315;501;V;Milwaukee Bucks;32;37;36;28;133;9.5;8.5;-350;1.5
315;502;H;Washington Wizards;23;32;34;33;122;238.5;244.5;290;124
315;503;V;Sacramento Kings;37;30;29;20;116;241;240;140;117.5
315;504;H;Charlotte Hornets;32;29;30;31;122;2;3;-160;3
315;505;V;New York Knicks;30;25;29;28;112;225;223.5;290;109.5
315;506;H;Brooklyn Nets;35;32;29;21;117;7.5;8.5;-350;1
315;507;V;San Antonio Spurs;24;36;35;14;109;3.5;1.5;-120;107.5
315;508;H;Detroit Pistons;24;26;25;24;99;219.5;210.5;100;2
315;509;V;Indiana Pacers;32;24;35;15;106;226.5;223.5;165;0.5
315;510;H;Denver Nuggets;32;33;22;34;121;5.5;4;-185;109.5
315;511;V;Los Angeles Clippers;31;24;30;24;109;2.5;1.5;-125;111.5
315;512;H;Dallas Mavericks;23;27;28;21;99;228.5;229;105;0.5
315;513;V;Memphis Grizzlies;25;27;25;22;99;228;228;260;116.5
315;514;H;Phoenix Suns;24;36;36;26;122;7.5;7.5;-310;2
315;515;V;Los Angeles Lakers;29;36;28;35;128;3;1.5;-135;109.5
315;516;H;Golden State Warriors;26;24;23;24;97;222.5;225;115;4.5
316;517;V;Utah Jazz;20;34;23;40;117;0.5;3.5;-160;2.5
316;518;H;Boston Celtics;22;31;26;30;109;225.5;229.5;140;117
316;519;V;Oklahoma City ThunderCity;28;35;16;23;102;223;227.5;240;113
316;520;H;Chicago Bulls;42;29;31;21;123;4.5;7;-280;1.5
316;521;V;Atlanta Hawks;35;38;20;26;119;9.5;8.5;-380;0.5
316;522;H;Houston Rockets;22;36;34;15;107;224.5;225.5;320;110.5
316;523;V;Cleveland Cavaliers;26;22;28;22;98;212.5;206.5;450;100
316;524;H;Miami Heat;37;25;33;18;113;10;11;-600;2.5
316;525;V;New York Knicks;21;35;26;14;96;214;220;250;107
316;526;H;Philadelphia 76ers;20;28;25;26;99;7.5;7;-300;6.5
316;527;V;New Orleans Pelicans;34;30;31;29;124;240.5;240;110;117
316;528;H;Portland Trail Blazers;28;22;32;43;125;1.5;1.5;-130;4.5
316;529;V;Minnesota Timberwolves;30;40;24;27;121;24;223.5;290;111
316;530;H;Los Angeles Lakers;31;40;31;35;137;9;7.5;-350;5
317;531;V;Milwaukee Bucks;18;13;34;28;109;3.5;6;-240;8
317;532;H;Philadelphia 76ers;25;20;29;19;105;236.5;235;200;117.5
317;533;V;Brooklyn Nets;25;33;31;35;124;4.5;230;100;113
317;534;H;Indiana Pacers;40;21;30;24;115;230.5;2;-120;pk
317;535;V;Toronto Raptors;31;27;23;31;112;3.5;6.5;-250;6.5
317;536;H;Detroit Pistons;37;26;25;28;116;220.5;218;210;105.5
317;537;V;Sacramento Kings;34;32;36;19;121;244;248;-105;121
317;538;H;Washington Wizards;38;28;27;26;119;3.5;1;-115;pk
317;539;V;Golden State Warriors;31;37;18;22;108;12.5;11;-700;113
317;540;H;Houston Rockets;27;17;27;23;94;226.5;230.5;500;pk
317;541;V;Boston Celtics;18;20;36;36;110;9;7.5;-340;9
317;542;H;Cleveland Cavaliers;26;29;27;35;117;217.5;212.5;280;109
317;543;V;San Antonio Spurs;17;23;27;39;106;227;223;105;4
317;544;H;Chicago Bulls;31;27;22;19;99;1.5;1.5;-125;113
317;545;V;Miami Heat;21;26;16;22;85;2.5;1;-120;0.5
317;546;H;Memphis Grizzlies;25;21;26;17;89;220.5;219.5;100;106.5
317;547;V;Charlotte Hornets;25;20;22;37;104;229.5;228.5;220;110
317;548;H;Denver Nuggets;26;31;38;34;129;7;6.5;-260;pk
317;549;V;Los Angeles Clippers;29;22;20;18;89;3;2.5;-140;2.5
317;550;H;Dallas Mavericks;24;32;21;28;105;226;225.5;120;110.5
318;551;V;Utah Jazz;20;26;36;40;122;10.5;10.5;-700;11.5
318;552;H;Washington Wizards;31;33;36;31;131;237.5;240.5;500;122
318;553;V;Orlando Magic;26;18;22;27;93;208;206.5;180;105
318;554;H;New York Knicks;24;21;27;22;94;6.5;5;-210;3.5
318;555;V;Oklahoma City ThunderCity;21;20;26;26;93;226.5;224;265;1
318;556;H;Atlanta Hawks;31;30;30;25;116;7;8;-320;108.5
318;557;V;Minnesota Timberwolves;25;28;30;40;123;228;232;475;112.5
318;558;H;Phoenix Suns;25;33;33;28;119;10.5;11;-650;5
318;559;V;New Orleans Pelicans;23;25;22;23;93;242;239;105;2
318;560;H;Portland Trail Blazers;31;26;20;24;101;2;1.5;-125;117
318;561;V;Charlotte Hornets;24;21;34;26;105;227.5;225;250;1
318;562;H;Los Angeles Lakers;31;29;23;33;116;8;7;-300;110
319;563;V;San Antonio Spurs;25;29;27;35;116;2.5;5;-200;108.5
319;564;H;Cleveland Cavaliers;22;20;24;44;110;216;213.5;175;0.5
319;565;V;Sacramento Kings;28;27;27;25;107;34.5;232.5;240;112.5
319;566;H;Boston Celtics;22;23;36;15;96;7.5;7;-280;6.5
319;567;V;Golden State Warriors;34;33;24;25;116;224;220.5;230;109
319;568;H;Memphis Grizzlies;26;22;24;31;103;8.5;6.5;-270;8.5
319;569;V;Detroit Pistons;27;28;29;29;113;216;216;110;104
319;570;H;Houston Rockets;28;23;26;23;100;3;2;-130;2
319;571;V;Utah Jazz;23;32;24;36;115;5.5;4.5;-185;3
319;572;H;Toronto Raptors;27;27;23;35;112;228;232;165;119
319;573;V;Brooklyn Nets;29;33;22;29;113;9;10.5;-650;8
319;574;H;Orlando Magic;35;29;39;18;121;224.5;224.5;475;111
319;575;V;Indiana Pacers;32;36;31;38;137;215.5;216.5;160;107.5
319;576;H;Miami Heat;30;28;24;28;110;5;4;-180;5
319;577;V;Chicago Bulls;30;25;34;27;127;229.5;225;245;114.5
319;578;H;Denver Nuggets;20;27;34;35;131;6.5;7;-290;6.5
319;579;V;Dallas Mavericks;33;27;38;21;119;1.5;2.5;-165;2
319;580;H;Portland Trail Blazers;37;27;29;32;125;233.5;227.5;145;112
319;581;V;Minnesota Timberwolves;29;25;24;23;101;231;233;525;113.5
319;582;H;Phoenix Suns;34;30;19;30;113;10.5;10.5;-750;2.5
320;501;V;Atlanta Hawks;28;24;22;25;99;224;219;155;3
320;502;H;Los Angeles Lakers;25;28;12;29;94;4.5;3;-175;106.5
320;503;V;Sacramento Kings;21;31;28;25;105;237;228.5;190;4
320;504;H;Philadelphia 76ers;42;31;33;23;129;5.5;3.5;-220;112
320;505;V;Golden State Warriors;24;27;28;24;103;222.5;220;225;108
320;506;H;Memphis Grizzlies;28;21;33;29;111;6;6.5;-265;5
320;507;V;San Antonio Spurs;33;17;34;29;113;228;229.5;550;116.5
320;508;H;Milwaukee Bucks;26;31;31;32;120;9.5;11.5;-800;4
320;509;V;Charlotte Hornets;21;23;32;22;98;233.5;231.5;400;1
320;510;H;Los Angeles Clippers;37;29;32;27;125;10.5;9.5;-500;113.5
321;511;V;Indiana Pacers;32;25;22;19;109;217;218.5;140;107
321;512;H;Miami Heat;26;23;21;28;106;4.5;3.5;-160;4
321;513;V;Oklahoma City ThunderCity;31;35;24;24;114;216.5;218.5;175;108
321;514;H;Houston Rockets;22;40;23;27;112;1.5;5;-200;5.5
321;515;V;New Orleans Pelicans;22;36;25;30;113;233.5;230;220;112
321;516;H;Denver Nuggets;30;21;29;28;108;6;6.5;-260;5.5
321;517;V;Orlando Magic;31;17;25;23;96;216.5;215.5;310;109.5
321;518;H;Boston Celtics;27;29;33;23;112;9;9;-370;3
321;519;V;Washington Wizards;30;26;27;23;106;245;249;320;119.5
321;520;H;Brooklyn Nets;25;38;25;25;113;8.5;9;-380;3
321;521;V;Chicago Bulls;20;26;29;25;100;2;3.5;-150;2.5
321;522;H;Detroit Pistons;25;20;20;21;86;218.5;217;130;109
321;523;V;Toronto Raptors;28;29;18;30;105;7;7;-300;6
321;524;H;Cleveland Cavaliers;23;36;32;25;116;217;216.5;250;106.5
321;525;V;Philadelphia 76ers;23;20;21;24;101;3.5;1;-125;1
321;526;H;New York Knicks;15;27;22;24;100;215;211.5;105;102
321;527;V;Los Angeles Lakers;26;18;32;18;94;216;217;425;104.5
321;528;H;Phoenix Suns;31;28;29;23;111;3;10;-550;1.5
321;529;V;Dallas Mavericks;27;38;38;29;132;2.5;2;-130;112
321;530;H;Portland Trail Blazers;30;24;15;23;92;230.5;227;110;2.5
322;531;V;Sacramento Kings;36;27;27;29;119;4.5;4.5;-180;2.5
322;532;H;Cleveland Cavaliers;35;24;17;29;105;225;224;160;110.5
322;533;V;Oklahoma City ThunderCity;25;32;26;29;112;226.5;230.5;170;111.5
322;534;H;Minnesota Timberwolves;22;28;26;27;103;2;5;-190;5
322;535;V;Charlotte Hornets;31;24;19;26;100;225.5;223.5;190;108.5
322;536;H;San Antonio Spurs;21;24;24;28;97;5.5;5;-220;5.5
322;537;V;Boston Celtics;30;35;21;31;126;221.5;218.5;165;113.5
322;538;H;Memphis Grizzlies;24;36;34;23;132;1;4.5;-185;4
322;539;V;Indiana Pacers;26;34;34;19;113;232;232.5;230;2.5
322;540;H;Milwaukee Bucks;48;35;27;30;140;10;6.5;-270;114
322;541;V;Toronto Raptors;28;32;26;13;99;8.5;8.5;-380;8.5
322;542;H;Houston Rockets;27;38;23;29;117;223.5;225.5;320;111
322;543;V;Utah Jazz;29;27;33;31;120;8.5;9.5;-500;1
322;544;H;Chicago Bulls;23;19;29;24;95;231;227.5;400;116
322;545;V;Atlanta Hawks;29;34;27;20;110;226;225;220;110
322;546;H;Los Angeles Clippers;30;18;34;37;119;6.5;6.5;-260;7
323;547;V;Denver Nuggets;30;31;19;30;110;7.5;7.5;-350;105
323;548;H;Orlando Magic;15;24;30;30;99;218;217.5;290;1.5
323;549;V;Los Angeles Lakers;29;17;30;35;111;221.5;221.5;210;1
323;550;H;New Orleans Pelicans;32;27;43;26;128;5.5;5.5;-250;108.5
323;551;V;Washington Wizards;31;18;31;33;113;225;221;130;4.5
323;552;H;New York Knicks;39;30;39;23;131;3;3;-150;108.5
323;553;V;Phoenix Suns;25;33;27;25;110;215.5;2;-130;108.5
323;554;H;Miami Heat;20;23;30;27;100;1;213.5;110;3
323;555;V;Philadelphia 76ers;35;24;21;28;108;3.5;4;-180;107.5
323;556;H;Golden State Warriors;17;28;40;13;98;220.5;219;160;1.5
323;557;V;Brooklyn Nets;37;28;27;24;116;236.5;232.5;120;114
323;558;H;Portland Trail Blazers;41;25;25;21;112;1.5;2.5;-140;2.5
324;559;V;Detroit Pistons;24;27;28;32;111;218.5;219.5;250;105.5
324;560;H;Indiana Pacers;21;36;29;30;116;6;7.5;-300;2.5
324;561;V;Denver Nuggets;30;24;27;30;111;224.5;1.5;-125;5.5
324;562;H;Toronto Raptors;38;34;26;37;135;pk;223.5;105;110
324;563;V;Boston Celtics;30;29;27;33;119;230;231;245;118.5
324;564;H;Milwaukee Bucks;35;35;30;21;121;4.5;7;-290;0.5
324;565;V;Phoenix Suns;32;27;32;20;111;8;9;-450;6.5
324;566;H;Orlando Magic;24;35;27;26;112;213.5;215.5;375;111
324;567;V;Dallas Mavericks;30;26;32;40;128;7;8;-350;5.5
324;568;H;Minnesota Timberwolves;33;22;18;35;108;228.5;231;290;113.5
324;569;V;Cleveland Cavaliers;25;28;25;25;103;219.5;214;265;105.5
324;570;H;Chicago Bulls;25;30;17;22;94;7;7;-320;4.5
324;571;V;Charlotte Hornets;26;32;35;29;122;3;3.5;-180;1
324;572;H;Houston Rockets;26;29;15;27;97;224;223;160;109
324;573;V;Memphis Grizzlies;26;23;33;34;116;5;7;-290;6
324;574;H;Oklahoma City ThunderCity;21;32;20;34;107;221.5;218.5;245;110.5
324;575;V;Los Angeles Clippers;41;26;35;32;134;5;6;-240;109
324;576;H;San Antonio Spurs;29;24;31;17;101;220.5;222;200;0.5
324;577;V;Atlanta Hawks;27;30;17;34;108;3;3;-150;3
324;578;H;Sacramento Kings;29;28;28;25;110;237;232;130;113
324;579;V;Brooklyn Nets;17;21;23;27;88;232.5;227;700;110
324;580;H;Utah Jazz;38;25;27;28;118;8.5;13;-1100;2
325;501;V;Portland Trail Blazers;31;28;32;34;125;219;2.5;-145;2.5
325;502;H;Miami Heat;24;34;33;31;122;4;216;125;105.5
325;503;V;Washington Wizards;25;35;18;24;102;226.5;224;120;110
325;504;H;New York Knicks;20;25;22;39;106;2.5;2.5;-140;5.5
325;505;V;Los Angeles Clippers;30;19;23;26;98;6;1;-120;1.5
325;506;H;San Antonio Spurs;27;28;13;17;85;221.5;220;100;107
325;507;V;Golden State Warriors;37;24;25;33;119;223;229;165;1
325;508;H;Sacramento Kings;35;37;34;35;141;2.5;4.5;-185;112
325;509;V;Philadelphia 76ers;27;27;35;20;109;4.5;6;-240;4
325;510;H;Los Angeles Lakers;24;30;17;30;101;211.5;214;200;105.5
326;511;V;Brooklyn Nets;34;25;23;31;113;5.5;6.5;-290;1.5
326;512;H;Detroit Pistons;27;23;28;33;111;223.5;217.5;245;106.5
326;513;V;Boston Celtics;32;28;43;19;122;232.5;235.5;200;119.5
326;514;H;Milwaukee Bucks;26;29;34;25;114;5;6;-240;4
326;515;V;Phoenix Suns;29;24;30;21;104;4.5;3.5;-170;2
326;516;H;Toronto Raptors;28;23;26;23;100;223.5;225;150;115.5
326;517;V;Denver Nuggets;26;28;31;28;113;2.5;2.5;-140;3.5
326;518;H;New Orleans Pelicans;33;30;23;22;108;230.5;231.5;120;112.5
326;519;V;Houston Rockets;29;34;28;10;101;226;230;150;113
326;520;H;Minnesota Timberwolves;33;21;22;31;107;3.5;4;-170;5
326;521;V;Portland Trail Blazers;35;30;15;32;112;11;9.5;-550;3
326;522;H;Orlando Magic;32;23;22;28;105;219.5;215;425;105
326;523;V;Miami Heat;23;26;30;26;105;2.5;2;-165;7
326;524;H;Charlotte Hornets;40;32;20;18;110;217;212.5;145;104.5
326;525;V;Indiana Pacers;31;30;21;27;109;226.5;1.5;-125;109.5
326;526;H;Dallas Mavericks;29;19;27;19;94;4.5;225;105;2.5
326;527;V;Memphis Grizzlies;24;26;29;35;114;226.5;229;400;117.5
326;528;H;Utah Jazz;38;28;22;29;117;10.5;10;-500;1
326;529;V;Atlanta Hawks;33;37;30;24;124;3.5;7;-265;106.5
326;530;H;Golden State Warriors;26;26;32;24;108;231;218;225;1.5
326;531;V;Cleveland Cavaliers;24;27;10;25;86;213.5;206.5;165;101.5
326;532;H;Los Angeles Lakers;22;22;28;28;100;4.5;4;-185;4.5
327;533;V;Detroit Pistons;22;19;34;17;92;227;224.5;180;4
327;534;H;Washington Wizards;33;35;11;27;106;3.5;5.5;-210;108.5
327;535;V;Houston Rockets;41;33;24;31;129;227.5;229.5;155;111
327;536;H;Minnesota Timberwolves;29;19;30;29;107;5;4.5;-175;9
327;537;V;New York Knicks;32;25;24;21;102;223.5;2.5;-135;1.5
327;538;H;Milwaukee Bucks;25;29;23;19;96;9.5;217.5;115;105.5
327;539;V;Chicago Bulls;20;19;34;31;104;223;219.5;100;6
327;540;H;San Antonio Spurs;33;32;31;24;120;3;1;-120;112.5
327;541;V;Dallas Mavericks;20;33;25;25;103;1.5;224;170;108.5
327;542;H;New Orleans Pelicans;35;18;27;32;112;228.5;5.5;-190;3.5
327;543;V;Boston Celtics;21;26;29;35;111;9.5;6;-255;7
327;544;H;Oklahoma City ThunderCity;25;27;28;14;94;220;216.5;215;111
327;545;V;Memphis Grizzlies;19;34;29;28;110;228;227.5;350;0.5
327;546;H;Utah Jazz;39;31;30;26;126;10.5;9;-420;117
327;547;V;Cleveland Cavaliers;29;19;26;24;98;221.5;225.5;325;108
327;548;H;Sacramento Kings;31;18;22;29;100;7;9;-390;5.5
327;549;V;Philadelphia 76ers;30;30;24;28;112;223;221.5;195;108.5
327;550;H;Los Angeles Clippers;29;36;32;25;122;4;5.5;-225;1.5
328;551;V;Phoenix Suns;26;23;27;14;101;5;7;-250;4.5
328;552;H;Charlotte Hornets;29;20;18;23;97;221;219.5;210;112
328;553;V;Portland Trail Blazers;32;36;23;31;122;2;2.5;-135;2.5
328;554;H;Toronto Raptors;41;33;10;33;117;229;229;115;112
328;555;V;Atlanta Hawks;35;20;24;23;102;228.5;221;175;0.5
328;556;H;Denver Nuggets;31;34;32;29;126;4.5;5;-200;107.5
328;557;V;Orlando Magic;21;18;30;24;93;208;208;240;104.5
328;558;H;Los Angeles Lakers;22;22;25;27;96;7.5;7;-280;2.5
329;559;V;Indiana Pacers;28;30;34;32;124;2;7;-280;4.5
329;560;H;Washington Wizards;24;33;38;37;132;236.5;230;240;112
329;561;V;Minnesota Timberwolves;25;27;25;30;107;239;239.5;500;115.5
329;562;H;Brooklyn Nets;37;24;26;25;112;11;10.5;-700;3
329;563;V;Miami Heat;21;15;39;23;98;4;3.5;-160;3.5
329;564;H;New York Knicks;16;27;21;24;88;208;206;140;100
329;565;V;New Orleans Pelicans;32;32;24;27;115;230.5;229.5;130;113
329;566;H;Boston Celtics;27;28;26;28;109;5.5;3;-150;4.5
329;567;V;Memphis Grizzlies;23;34;33;30;120;5.5;8;-370;5.5
329;568;H;Houston Rockets;27;30;34;19;110;221.5;226.5;310;116
329;569;V;Dallas Mavericks;33;38;29;27;127;9.5;11.5;-700;5
329;570;H;Oklahoma City ThunderCity;24;39;20;23;106;216.5;221;500;109
329;571;V;Toronto Raptors;27;23;25;29;104;5;5.5;-210;7
329;572;H;Detroit Pistons;35;31;26;26;118;219;215;180;105
329;573;V;Sacramento Kings;27;41;29;35;132;227;229.5;120;111.5
329;574;H;San Antonio Spurs;31;29;31;24;115;4;2.5;-140;3.5
329;575;V;Cleveland Cavaliers;18;16;18;23;75;222;221.5;1100;107.5
329;576;H;Utah Jazz;27;26;37;24;114;15;16.5;-2500;3.5
329;577;V;Chicago Bulls;29;31;25;17;102;4.5;229;105;0.5
329;578;H;Golden State Warriors;34;31;31;20;116;224.5;2;-125;117.5
329;579;V;Milwaukee Bucks;38;17;31;19;105;229.5;2.5;-140;3
329;580;H;Los Angeles Clippers;26;31;39;33;129;1;229.5;120;116.5
330;501;V;Charlotte Hornets;32;32;25;25;114;2.5;4.5;-180;0.5
330;502;H;Washington Wizards;29;27;25;23;104;231.5;224.5;160;110.5
330;503;V;Philadelphia 76ers;22;23;26;24;95;222;219.5;190;3
330;504;H;Denver Nuggets;44;24;20;16;104;3.5;5;-220;106
330;505;V;Atlanta Hawks;27;25;33;25;110;222.5;222;190;1
330;506;H;Phoenix Suns;30;34;25;28;117;5.5;5.5;-220;108
330;507;V;Orlando Magic;13;24;33;33;103;218.5;215.5;500;109.5
330;508;H;Los Angeles Clippers;26;25;22;23;96;10.5;11;-700;2
331;509;V;Miami Heat;23;20;22;27;92;1.5;1.5;-125;1
331;510;H;Indiana Pacers;28;17;22;20;87;217;217;105;105.5
331;511;V;Portland Trail Blazers;31;20;36;37;124;6;7.5;-310;5.5
331;512;H;Detroit Pistons;33;19;27;22;101;219.5;221.5;260;108
331;513;V;Houston Rockets;42;26;19;21;108;232;229;700;112
331;514;H;Brooklyn Nets;29;28;29;34;120;14;12.5;-1100;12
331;515;V;Dallas Mavericks;30;34;26;23;113;1;225;100;109.5
331;516;H;Boston Celtics;25;20;28;35;108;224.5;1;-120;6
331;517;V;Utah Jazz;29;28;18;36;111;8.5;6;-230;1.5
331;518;H;Memphis Grizzlies;28;21;27;31;107;229.5;225.5;195;115
331;519;V;New York Knicks;26;25;30;20;101;3;3;-155;1
331;520;H;Minnesota Timberwolves;19;31;20;32;102;221;217.5;135;105.5
331;521;V;Toronto Raptors;32;35;22;14;103;8;7.5;-335;2.5
331;522;H;Oklahoma City ThunderCity;30;29;28;26;113;224;221;275;108
331;523;V;Sacramento Kings;27;26;29;24;106;232;230.5;120;3
331;524;H;San Antonio Spurs;33;36;28;23;120;3;2.5;-140;112.5
331;525;V;Milwaukee Bucks;24;33;32;23;112;8;8.5;-380;2.5
331;526;H;Los Angeles Lakers;30;19;26;22;97;223.5;222.5;320;113.5
331;527;V;Chicago Bulls;37;21;28;30;116;221;216;320;110
331;528;H;Phoenix Suns;39;28;27;27;121;7;8.5;-380;2
401;529;V;Philadelphia 76ers;31;27;27;29;114;9;9.5;-500;5
401;530;H;Cleveland Cavaliers;31;25;17;21;94;213;214.5;400;105
401;531;V;Washington Wizards;22;22;24;23;91;3;219.5;-115;5.5
401;532;H;Detroit Pistons;32;31;24;33;120;224.5;1;-105;107.5
401;533;V;Charlotte Hornets;11;37;17;24;89;229.5;224;120;3.5
401;534;H;Brooklyn Nets;32;36;24;19;111;3.5;2.5;-140;109
401;535;V;Golden State Warriors;24;30;27;28;109;219;217.5;130;106.5
401;536;H;Miami Heat;23;36;27;30;116;2.5;3;-150;0.505
401;537;V;Orlando Magic;27;25;19;30;115;224.5;213;180;108.5
401;538;H;New Orleans Pelicans;26;19;31;25;110;10;5;-210;5
401;539;V;Atlanta Hawks;32;22;30;26;134;222.5;223.5;-105;109.5
401;540;H;San Antonio Spurs;22;26;32;30;129;1;1;-115;1.5
401;541;V;Denver Nuggets;31;31;19;20;101;1.5;220;110;108.5
401;542;H;Los Angeles Clippers;20;29;21;24;94;226.5;2;-130;5
402;543;V;Golden State Warriors;26;16;14;21;77;4.5;219.5;175;2.5
402;544;H;Toronto Raptors;27;35;46;22;130;228.5;5.5;-200;106
402;545;V;Houston Rockets;25;19;26;32;102;223.5;223;575;107.5
402;546;H;Boston Celtics;33;19;30;36;118;10;12;-850;4.5
402;547;V;Dallas Mavericks;22;27;23;27;99;5.5;5;-200;2.5
402;548;H;New York Knicks;25;21;23;17;86;214.5;213;175;104
402;549;V;Charlotte Hornets;28;32;24;30;114;223;218;170;106.5
402;550;H;Indiana Pacers;24;25;27;21;97;4;5;-190;6
402;551;V;Minnesota Timberwolves;28;38;18;24;108;232;232.5;215;114
402;552;H;Memphis Grizzlies;30;38;24;28;120;7.5;6.5;-255;4
402;553;V;Atlanta Hawks;28;27;39;32;126;1.5;1.5;-120;1.5
402;554;H;New Orleans Pelicans;34;20;25;24;103;223.5;213;100;104
402;555;V;Chicago Bulls;25;24;24;33;106;228;224.5;525;114.5
402;556;H;Utah Jazz;26;32;30;25;113;14;11;-750;3.5
402;557;V;Oklahoma City ThunderCity;13;37;26;27;103;220;221;825;107
402;558;H;Phoenix Suns;43;30;30;37;140;12;14;-1450;1.5
402;559;V;Milwaukee Bucks;34;26;37;30;127;5;3;-150;122.5
402;560;H;Portland Trail Blazers;21;32;20;36;109;239;240.5;130;1
402;561;V;Los Angeles Lakers;29;36;26;24;115;222;221;170;107.5
402;562;H;Sacramento Kings;27;26;23;18;94;4;4.5;-190;5.5
403;563;V;Dallas Mavericks;24;28;23;34;109;6.5;6;-220;2.5
403;564;H;Washington Wizards;19;28;20;20;87;229.5;229;190;111
403;565;V;Cleveland Cavaliers;27;27;19;28;101;204;209.5;650;102.5
403;566;H;Miami Heat;36;31;17;31;115;11;12;-1000;2.5
403;567;V;Minnesota Timberwolves;29;31;23;30;113;228;225.5;750;111
403;568;H;Philadelphia 76ers;26;38;33;25;122;11.5;14;-1200;6.5
403;569;V;New York Knicks;41;19;28;37;125;2.5;2.5;-145;99.5
403;570;H;Detroit Pistons;15;26;20;20;81;205.5;202.5;125;3
403;571;V;Indiana Pacers;32;35;31;28;139;222.5;222.5;220;108
403;572;H;San Antonio Spurs;33;26;38;29;133;5.5;7;-260;6
403;573;V;Orlando Magic;20;20;32;19;91;216.5;216.5;925;110
403;574;H;Utah Jazz;38;40;29;30;137;16;15.5;-1700;1.5
403;575;V;Milwaukee Bucks;31;30;38;30;129;6.5;3;-145;1
403;576;H;Sacramento Kings;28;29;34;37;128;239.5;238;125;120.5
403;577;V;Oklahoma City ThunderCity;19;27;13;26;85;227.5;231;600;112
403;578;H;Portland Trail Blazers;35;30;39;29;133;11.5;13;-900;1.5
404;501;V;Brooklyn Nets;28;18;26;35;107;3;2.5;-140;4.5
404;502;H;Chicago Bulls;25;32;32;26;115;225.5;223.5;120;111
404;503;V;Los Angeles Lakers;20;18;17;31;86;215.5;210;450;102
404;504;H;Los Angeles Clippers;27;26;24;27;104;10.5;11;-600;1.5
404;505;V;Charlotte Hornets;26;17;27;16;86;220;217;350;106
404;506;H;Boston Celtics;25;33;40;18;116;10;9;-420;1
404;507;V;Memphis Grizzlies;29;23;45;19;116;224.5;225;140;114
404;508;H;Philadelphia 76ers;22;20;29;29;100;3.5;3.5;-160;4.5
404;509;V;Golden State Warriors;24;35;23;29;111;2;230.5;100;113.5
404;510;H;Atlanta Hawks;24;33;22;38;117;225.5;1.5;-120;0.5
404;511;V;New Orleans Pelicans;38;32;19;33;122;5;2.5;-155;108.5
404;512;H;Houston Rockets;27;32;33;23;115;222.5;220;135;1.5
404;513;V;Orlando Magic;29;36;21;23;109;216;213;1000;109.5
404;514;H;Denver Nuggets;23;24;38;34;119;13;17.5;-2000;15
405;515;V;Detroit Pistons;30;28;35;39;132;2;3;-150;104.5
405;516;H;Oklahoma City ThunderCity;19;28;30;31;108;211;214;130;2
405;517;V;Washington Wizards;28;33;25;15;101;228.5;224.5;190;111
405;518;H;Toronto Raptors;19;32;24;28;103;5;5.5;-220;5.5
405;519;V;New York Knicks;34;33;21;24;112;217;218;200;104.5
405;520;H;Brooklyn Nets;31;26;32;25;114;5.5;6;-240;3.5
405;521;V;Sacramento Kings;29;26;27;24;106;3;3.5;-165;3
405;522;H;Minnesota Timberwolves;26;29;27;34;116;236.5;237.5;145;115.5
405;523;V;Utah Jazz;25;17;27;34;103;5.5;5.5;-220;5
405;524;H;Dallas Mavericks;27;23;37;24;111;226.5;222;190;112.5
405;525;V;Cleveland Cavaliers;28;29;43;25;125;216.5;218;290;106.5
405;526;H;San Antonio Spurs;26;21;33;21;101;9;8;-350;7.5
405;527;V;Phoenix Suns;34;36;31;32;133;12;14;-1200;5
405;528;H;Houston Rockets;34;26;32;38;130;219;223.5;750;114
406;529;V;Chicago Bulls;30;32;35;16;113;224.5;2;-130;114.5
