Date;Rot;VH;Team;1st;2nd;3rd;4th;Final;Open;Close;ML;2H
107;554;H;Toronto Raptors;24;32;22;21;99;2;2.5;-140;107
107;555;V;Oklahoma City Thunder;27;22;25;27;111;2;217;100;105.5
107;556;H;Brooklyn Nets;23;25;29;24;103;217;1;-120;pk
107;557;V;Minnesota Timberwolves;32;24;28;28;112;228;228.5;160;111.5
107;558;H;Memphis Grizzlies;27;24;31;37;119;2.5;4.5;-190;3.5
107;559;V;Sacramento Kings;26;27;25;36;114;226.5;226;230;110
107;560;H;Phoenix Suns;29;24;34;16;103;4.5;6.5;-280;4.5
107;561;V;New York Knicks;21;24;25;17;87;220.5;222.5;900;107.5
107;562;H;Los Angeles Lakers;26;36;23;32;117;14;13.5;-1600;2.5
108;563;V;Toronto Raptors;29;31;22;18;112;4;2.5;-140;102
108;564;H;Charlotte Hornets;31;24;26;19;110;209;207;120;pk
108;565;V;Miami Heat;31;31;38;22;122;211;210;105;102
108;566;H;Indiana Pacers;23;26;23;36;108;1;1.5;-125;4.5
108;567;V;Washington Wizards;23;29;20;17;89;219.5;218.5;375;105.5
108;568;H;Orlando Magic;32;37;28;26;123;10.5;9.5;-500;0.5
108;569;V;San Antonio Spurs;34;31;34;30;129;219.5;220.5;250;113.5
108;570;H;Boston Celtics;22;25;36;31;114;5.5;7;-310;8.5
108;571;V;Denver Nuggets;27;29;30;21;107;218;221.5;155;108.5
108;572;H;Dallas Mavericks;32;27;30;17;106;1.5;4;-185;1.5
108;573;V;Houston Rockets;45;32;22;23;122;8;8;-360;114.5
108;574;H;Atlanta Hawks;29;33;23;30;115;235;237;280;pk
108;575;V;Chicago Bulls;21;27;27;33;108;222;225;140;109
108;576;H;New Orleans Pelicans;23;25;44;31;123;3.5;3;-160;2
108;577;V;New York Knicks;29;24;16;35;104;218;213.5;850;104
108;578;H;Utah Jazz;39;33;23;33;128;12.5;14;-1500;2
108;579;V;Milwaukee Bucks;19;28;34;26;107;13.5;13.5;-1500;6
108;580;H;Golden State Warriors;19;20;33;26;98;219;217.5;850;111.5
109;501;V;Cleveland Cavaliers;26;24;31;21;115;221;221;235;113
109;502;H;Detroit Pistons;32;29;22;19;112;7;7;-290;2
109;503;V;Boston Celtics;35;20;25;18;98;214;218;-110;112
109;504;H;Philadelphia 76ers;26;22;29;32;109;2.5;pk;-110;2
109;505;V;Portland Trail Blazers;34;13;27;28;102;224;224;-110;4
109;506;H;Minnesota Timberwolves;28;31;41;16;116;2.5;pk;-110;110
109;507;V;Houston Rockets;21;27;19;25;92;3;3.5;-170;6
109;508;H;Oklahoma City Thunder;37;23;29;24;113;227;227.5;145;110.5
110;509;V;Atlanta Hawks;21;30;28;22;101;237.5;1;-115;2
110;510;H;Washington Wizards;30;26;25;30;111;pk;239;-105;115.5
110;511;V;Miami Heat;42;27;20;24;113;3.5;4;-185;106
110;512;H;Brooklyn Nets;32;25;32;28;117;217;217.5;155;1
110;513;V;San Antonio Spurs;32;25;41;23;121;1;231;-110;1.5
110;514;H;Memphis Grizzlies;37;26;37;34;134;234;pk;-110;118
110;515;V;New Orleans Pelicans;33;34;28;28;123;4;4;-180;1
110;516;H;New York Knicks;31;30;25;25;111;225.5;226;150;111
110;517;V;Indiana Pacers;29;25;25;37;116;3.5;213;-105;103.5
110;518;H;Chicago Bulls;27;19;26;33;105;212.5;1;-115;3
110;519;V;Los Angeles Lakers;45;34;20;30;129;222;223;115;108
110;520;H;Dallas Mavericks;27;31;28;28;114;1.5;2.5;-135;7.5
110;521;V;Charlotte Hornets;13;25;24;30;92;212.5;210.5;600;100.5
110;522;H;Utah Jazz;29;32;26;22;109;13;12;-900;0.5
110;523;V;Orlando Magic;25;23;27;19;94;1;217.5;145;1
110;524;H;Phoenix Suns;27;31;19;21;98;217;4;-170;106.5
110;525;V;Milwaukee Bucks;34;19;37;37;127;8;9.5;-500;3
110;526;H;Sacramento Kings;18;26;31;31;106;223;224;375;113.5
110;527;V;Golden State Warriors;20;33;30;17;100;221.5;218;850;107.5
110;528;H;Los Angeles Clippers;22;26;25;36;109;15;14.5;-1500;11
111;529;V;Minnesota Timberwolves;20;21;35;33;109;230;232;400;112.5
111;530;H;Houston Rockets;22;35;45;37;139;11;10;-550;0.5
111;531;V;New Orleans Pelicans;24;33;25;23;105;225;223.5;550;109.5
111;532;H;Boston Celtics;41;31;42;26;140;9;11.5;-800;2.5
111;533;V;Chicago Bulls;35;26;20;27;108;217;215.5;145;105
111;534;H;Detroit Pistons;20;29;22;28;99;3.5;4;-170;5
111;535;V;Los Angeles Lakers;41;32;29;23;125;1;213.5;300;104.5
111;536;H;Oklahoma City Thunder;19;30;33;28;110;215;8.5;-400;11
111;537;V;Philadelphia 76ers;22;28;16;25;91;223.5;222;130;113.5
111;538;H;Dallas Mavericks;20;21;32;36;109;2;2.5;-150;4
111;539;V;Cleveland Cavaliers;23;28;34;26;111;215;216.5;650;111.5
111;540;H;Denver Nuggets;18;24;29;32;103;13;12.5;-1000;12.5
111;541;V;Milwaukee Bucks;32;32;33;25;122;5.5;7.5;-350;1.5
111;542;H;Portland Trail Blazers;24;31;25;21;101;227.5;232;275;118.5
112;543;V;Miami Heat;31;29;34;27;121;8;7.5;-340;3
112;544;H;New York Knicks;27;28;29;40;124;218;217;274;106
112;545;V;Utah Jazz;23;32;38;34;127;9;6;-380;6.5
112;546;H;Washington Wizards;34;32;25;25;116;223;224;303;115
112;547;V;Atlanta Hawks;16;30;20;20;86;231;225.5;192;1
112;548;H;Brooklyn Nets;37;33;22;16;108;5.5;9;-230;109
112;549;V;Golden State Warriors;26;33;17;26;102;224;225;215;111
112;550;H;Memphis Grizzlies;27;33;35;27;122;6.5;6.5;-260;4
112;551;V;San Antonio Spurs;21;22;26;36;105;221;220;140;112.5
112;552;H;Toronto Raptors;28;23;31;22;104;4;5;-160;pk
112;553;V;Los Angeles Clippers;30;22;22;30;104;221;221.5;-105;3.5
112;554;H;Denver Nuggets;29;37;23;25;114;1;pk;-115;108
112;555;V;Charlotte Hornets;24;21;26;21;92;219.5;217;281;106.5
112;556;H;Phoenix Suns;18;28;25;29;100;8;8.5;-350;5.5
113;557;V;Philadelphia 76ers;23;26;20;26;95;213;214.5;110;109
113;558;H;Indiana Pacers;22;18;29;32;101;2;3.5;-130;4.5
113;559;V;New Orleans Pelicans;32;31;26;13;117;227.5;221.5;-112;108
113;560;H;Detroit Pistons;23;29;25;25;110;1;5;-108;5.5
113;561;V;Chicago Bulls;14;23;34;30;101;215.5;216.5;384;104.5
113;562;H;Boston Celtics;28;27;28;30;113;9.5;9.5;-500;pk
113;563;V;Oklahoma City Thunder;30;33;29;25;117;2.5;2.5;-140;0.5
113;564;H;Minnesota Timberwolves;33;27;19;25;104;219;218;120;107
113;565;V;Charlotte Hornets;26;20;43;23;112;218;215.5;400;105
113;566;H;Portland Trail Blazers;25;37;29;24;115;9.5;9.5;-525;pk
113;567;V;Orlando Magic;33;32;21;28;114;1;1;117;104.5
113;568;H;Sacramento Kings;25;27;33;27;112;209;212;-137;4
113;569;V;Cleveland Cavaliers;27;21;22;29;99;219.5;222;876;112.5
113;570;H;Los Angeles Lakers;21;26;37;44;128;14;14;-1500;9.5
114;571;V;Phoenix Suns;25;26;32;27;110;5;1.5;-200;2
114;572;H;Atlanta Hawks;28;28;28;39;123;225;230.5;170;117.5
114;573;V;Utah Jazz;30;29;29;30;118;3;3;-135;114
114;574;H;Brooklyn Nets;26;19;29;33;107;218;222.5;115;3
114;575;V;Houston Rockets;37;24;22;27;110;5;4.5;-180;5
114;576;H;Memphis Grizzlies;32;35;18;36;121;238;240.5;155;118
114;577;V;New York Knicks;23;17;36;26;102;227;229;1150;111
114;578;H;Milwaukee Bucks;29;36;43;20;128;16;16.5;-2400;3
114;579;V;Cleveland Cavaliers;26;24;21;32;103;223;224;912;114
114;580;H;Los Angeles Clippers;31;35;40;22;128;15;16;-1600;4.5
114;581;V;Dallas Mavericks;36;29;29;30;124;8;8;-340;109
114;582;H;Golden State Warriors;26;21;24;26;97;223;223.5;274;0.5
115;501;V;Brooklyn Nets;28;29;33;16;106;218;221.5;263;114.5
115;502;H;Philadelphia 76ers;25;29;32;31;117;7.5;6.5;-325;5.5
115;503;V;Detroit Pistons;27;30;34;25;116;218;218;384;107.5
115;504;H;Boston Celtics;24;35;23;21;103;10;9;-500;6
115;505;V;San Antonio Spurs;17;34;26;23;100;222;219.5;192;113.5
115;506;H;Miami Heat;24;27;24;31;106;5.5;5;-230;3.5
115;507;V;Indiana Pacers;24;30;22;28;104;2;4.5;-132;3.5
115;508;H;Minnesota Timberwolves;30;29;18;22;99;218.5;218;112;107.5
115;509;V;Toronto Raptors;38;35;24;33;130;213.5;212.5;110;103.5
115;510;H;Oklahoma City Thunder;25;30;28;38;121;2;1.5;-130;5.5
115;511;V;Washington Wizards;26;34;20;26;106;227;228.5;151;112.5
115;512;H;Chicago Bulls;24;31;30;30;115;4;4;-175;4
115;513;V;Charlotte Hornets;25;17;27;17;86;210.5;209.5;711;102
115;514;H;Denver Nuggets;28;29;17;26;100;13;11.5;-1100;1
115;515;V;Portland Trail Blazers;28;32;30;27;117;236;236.5;303;115.5
115;516;H;Houston Rockets;26;21;30;30;107;9.5;8.5;-380;9
115;517;V;Dallas Mavericks;35;36;37;19;127;3;4;-165;1.5
115;518;H;Sacramento Kings;31;36;26;30;123;224;225.5;144;111
115;519;V;Orlando Magic;35;30;24;30;119;211.5;209.5;459;104.5
115;520;H;Los Angeles Lakers;29;29;30;30;118;9.5;10;-620;10
116;521;V;Phoenix Suns;25;33;32;31;121;3.5;2.5;-135;116.5
116;522;H;New York Knicks;32;20;27;19;98;225;226.5;115;1
116;523;V;Boston Celtics;20;38;29;36;123;223;227.5;500;116.5
116;524;H;Milwaukee Bucks;36;40;30;22;128;9.5;11;-700;1
116;525;V;Utah Jazz;28;21;42;31;132;5;5.5;-230;5
116;526;H;New Orleans Pelicans;25;31;31;35;138;225.5;225;185;115
116;527;V;Orlando Magic;26;22;28;19;95;217.5;217;425;105.5
116;528;H;Los Angeles Clippers;34;33;24;31;122;11.5;10;-600;pk
116;529;V;Denver Nuggets;19;26;28;40;134;5.5;3.5;-170;6.5
116;530;H;Golden State Warriors;34;28;23;28;131;211.5;213;145;104.5
117;531;V;Chicago Bulls;24;23;24;18;89;216.5;213.5;285;105
117;532;H;Philadelphia 76ers;21;25;35;19;100;7.5;7.5;-370;6.5
117;533;V;Washington Wizards;26;25;25;35;111;229;231;425;111.5
117;534;H;Toronto Raptors;38;27;35;40;140;9.5;10.5;-600;1.5
117;535;V;Minnesota Timberwolves;26;35;32;21;114;216.5;218;230;106.5
117;536;H;Indiana Pacers;32;35;32;17;116;8.5;6.5;-280;1.5
117;537;V;Miami Heat;40;21;31;23;115;214.5;1;-115;105
117;538;H;Oklahoma City Thunder;26;21;31;30;108;1;216.5;-105;4
117;539;V;Cleveland Cavaliers;25;31;20;33;109;229;229.5;340;118
117;540;H;Memphis Grizzlies;27;27;38;21;113;8;9;-440;7
117;541;V;Atlanta Hawks;29;38;21;33;121;229.5;231;350;113.5
117;542;H;San Antonio Spurs;27;31;41;21;120;8.5;9;-450;8
117;543;V;Portland Trail Blazers;37;26;26;23;112;228.5;228.5;280;112.5
117;544;H;Dallas Mavericks;38;34;26;22;120;7;7.5;-360;1.5
118;545;V;Los Angeles Clippers;33;39;30;31;133;5.5;5.5;-240;6
118;546;H;New Orleans Pelicans;35;45;30;20;130;233;235.5;190;116.5
118;547;V;Milwaukee Bucks;30;27;36;24;117;8;11;-650;1
118;548;H;Brooklyn Nets;22;20;29;26;97;231.5;235.5;450;121
118;549;V;Phoenix Suns;26;34;27;36;123;226;220.5;170;112.5
118;550;H;Boston Celtics;20;31;25;43;119;6.5;4.5;-200;4.5
118;551;V;Detroit Pistons;36;35;32;33;136;2;1;-120;110
118;552;H;Atlanta Hawks;29;26;21;27;103;227;227.5;100;3.5
118;553;V;Philadelphia 76ers;28;24;18;20;90;4.5;4;-180;1.5
118;554;H;New York Knicks;25;21;23;18;87;221;218.5;150;107
118;555;V;Toronto Raptors;32;26;31;33;122;4.5;4;-185;5
118;556;H;Minnesota Timberwolves;39;23;22;28;112;221;224.5;155;109.5
118;557;V;Cleveland Cavaliers;33;40;29;14;116;215;215;275;111
118;558;H;Chicago Bulls;31;25;31;31;118;6.5;7.5;-350;8.5
118;559;V;Los Angeles Lakers;27;32;32;33;124;232;235;140;114
118;560;H;Houston Rockets;34;31;17;33;115;2.5;3.5;-160;pk
118;561;V;Orlando Magic;25;27;19;24;95;4.5;6;-250;4.5
118;562;H;Golden State Warriors;28;25;29;27;109;211;214;200;105.5
118;563;V;Portland Trail Blazers;24;33;20;29;106;221;216;220;106.5
118;564;H;Oklahoma City Thunder;32;32;23;32;119;4;6.5;-270;1.5
118;565;V;Sacramento Kings;22;27;28;24;101;221;223;350;109
118;566;H;Utah Jazz;38;25;32;28;123;9.5;9;-450;0.5
119;567;V;Miami Heat;31;23;30;18;102;1;1.5;-120;2
119;568;H;San Antonio Spurs;28;32;26;21;107;221;222.5;100;109.5
119;569;V;Indiana Pacers;15;29;30;41;115;211.5;1;-115;2
119;570;H;Denver Nuggets;21;29;31;26;107;2;213.5;-105;104
120;501;V;Detroit Pistons;35;23;23;19;100;233;232;-110;0.5
120;502;H;Washington Wizards;30;30;23;23;106;1;pk;-110;113.5
120;503;V;Toronto Raptors;36;21;26;39;122;8;9;-450;7.5
120;504;H;Atlanta Hawks;25;35;22;35;117;231;231;350;113.5
120;505;V;Philadelphia 76ers;29;35;26;27;117;2.5;2.5;-140;2.5
120;506;H;Brooklyn Nets;32;36;23;20;111;217.5;218.5;120;107.5
120;507;V;Sacramento Kings;24;34;20;27;113;224;221;135;107.5
120;508;H;Miami Heat;21;35;20;29;118;6;3.5;-155;3.5
120;509;V;Chicago Bulls;23;29;25;21;98;225.5;225.5;1100;110
120;510;H;Milwaukee Bucks;30;23;31;27;111;14.5;15.5;-2500;9
120;511;V;New York Knicks;26;23;30;27;106;222;1.5;-120;1.5
120;512;H;Cleveland Cavaliers;26;24;14;22;86;pk;222;100;108
120;513;V;Orlando Magic;19;32;21;34;106;4.5;3.5;-160;0.5
120;514;H;Charlotte Hornets;27;18;20;18;83;207;206.5;140;101
120;515;V;New Orleans Pelicans;31;38;29;28;126;238.5;242;140;118.5
120;516;H;Memphis Grizzlies;30;20;27;39;116;1.5;3.5;-160;7
120;517;V;Oklahoma City Thunder;22;35;14;41;112;229;230.5;250;112
120;518;H;Houston Rockets;25;39;23;20;107;7.5;7.5;-310;2
120;519;V;Los Angeles Lakers;30;25;25;27;107;2;3;-160;6.5
120;520;H;Boston Celtics;33;36;35;35;139;223.5;226.5;140;111
120;521;V;Denver Nuggets;26;29;26;26;107;218;221;140;108
120;522;H;Minnesota Timberwolves;29;25;25;21;100;2.5;3.5;-160;3
120;523;V;Indiana Pacers;23;21;19;25;88;217;215.5;300;105.5
120;524;H;Utah Jazz;29;27;24;38;118;7;8;-400;0.5
120;525;V;San Antonio Spurs;28;38;30;24;120;228;230;160;117.5
120;526;H;Phoenix Suns;26;25;32;35;118;3.5;4.5;-190;7
120;527;V;Golden State Warriors;23;34;35;21;124;218;222;260;109
120;528;H;Portland Trail Blazers;27;26;34;26;129;6.5;7.5;-330;7
121;529;V;Los Angeles Clippers;24;36;22;28;110;230.5;231.5;120;114
121;530;H;Dallas Mavericks;24;25;29;29;107;1.5;2.5;-140;5
122;531;V;Sacramento Kings;27;23;25;31;106;222;2;-125;3
122;532;H;Detroit Pistons;26;31;36;34;127;1;222;105;108.5
122;533;V;Oklahoma City Thunder;24;36;32;28;120;209;210;120;103
122;534;H;Orlando Magic;21;30;38;25;114;pk;2.5;-140;4
122;535;V;Washington Wizards;27;23;33;35;129;227.5;229;425;111.5
122;536;H;Miami Heat;30;39;21;28;134;10;10;-600;1
122;537;V;Los Angeles Lakers;28;20;28;24;100;10;11.5;-750;8
122;538;H;New York Knicks;25;23;22;22;92;225;224;525;108.5
122;539;V;Philadelphia 76ers;35;15;22;23;95;217;216;200;105.5
122;540;H;Toronto Raptors;26;24;26;31;107;5.5;6;-250;4.5
122;541;V;Los Angeles Clippers;32;28;15;20;95;5;4.5;-200;110.5
122;542;H;Atlanta Hawks;16;25;28;33;102;231.5;228;170;2.5
122;543;V;Memphis Grizzlies;27;17;19;32;95;233;232.5;230;0.5
122;544;H;Boston Celtics;25;33;41;20;119;7.5;7;-280;118
122;545;V;San Antonio Spurs;31;29;34;27;121;236;236.5;140;121
122;546;H;New Orleans Pelicans;24;27;31;35;117;4;3.5;-160;4.5
122;547;V;Denver Nuggets;28;15;28;34;105;228.5;227;400;110
122;548;H;Houston Rockets;35;25;32;29;121;8.5;10;-550;1
122;549;V;Minnesota Timberwolves;26;26;27;31;110;1;219.5;-110;1.5
122;550;H;Chicago Bulls;35;24;22;36;117;219;pk;-110;106.5
122;551;V;Indiana Pacers;30;24;29;29;112;1;1;-115;108.5
122;552;H;Phoenix Suns;24;24;17;22;87;222.5;221.5;-105;1
122;553;V;Utah Jazz;31;34;35;29;129;8.5;9;-450;112.5
122;554;H;Golden State Warriors;17;26;26;27;96;216;220.5;350;0.5
123;555;V;Washington Wizards;29;39;32;24;124;232.5;231;120;113
123;556;H;Cleveland Cavaliers;24;37;25;26;112;1;2.5;-140;2.5
123;557;V;Los Angeles Lakers;38;37;29;24;128;6;5.5;-250;2
123;558;H;Brooklyn Nets;35;35;24;19;113;229;232.5;200;115.5
123;559;V;Dallas Mavericks;45;33;25;30;133;4.5;5.5;-230;110.5
123;560;H;Portland Trail Blazers;37;26;27;35;125;229;227;185;2
124;561;V;Milwaukee Bucks;24;26;28;38;116;13.5;14.5;-1400;11.5
124;562;H;Charlotte Hornets;31;24;23;25;103;219;219.5;800;114
124;563;V;Boston Celtics;24;29;29;27;109;212;213;130;110
124;564;H;Orlando Magic;30;27;20;21;98;pk;3;-150;0.5
124;565;V;Memphis Grizzlies;35;31;26;33;125;229;1.5;-125;118.5
124;566;H;Detroit Pistons;23;38;24;27;112;1.5;231.5;105;0.5
124;567;V;Toronto Raptors;20;36;29;33;118;7.5;8.5;-425;5.5
124;568;H;New York Knicks;28;25;26;33;112;215.5;217.5;325;106
124;569;V;Sacramento Kings;29;25;21;23;98;221;217.5;110;105.5
124;570;H;Chicago Bulls;21;23;25;12;81;1;1.5;-130;3.5
124;571;V;Los Angeles Clippers;22;41;38;21;122;4;2;-135;1.5
124;572;H;Miami Heat;30;35;20;32;117;221.5;218.5;115;108.5
124;573;V;Houston Rockets;36;27;31;37;131;5.5;5.5;-250;3.5
124;574;H;Minnesota Timberwolves;26;34;24;40;124;234.5;235;200;114
124;575;V;Denver Nuggets;37;26;31;19;113;231;229.5;150;111.5
124;576;H;New Orleans Pelicans;28;28;26;24;106;3;4;-180;4
124;577;V;Atlanta Hawks;30;28;32;21;111;224.5;231;300;112.5
124;578;H;Oklahoma City Thunder;33;33;38;36;140;11.5;8;-400;1.5
124;579;V;Phoenix Suns;22;34;22;25;103;229;225.5;170;116
124;580;H;San Antonio Spurs;28;16;28;27;99;4;4.5;-200;6
124;581;V;Indiana Pacers;35;32;31;31;129;6.5;6.5;-270;107
124;582;H;Golden State Warriors;30;21;35;32;118;216;216;220;1
125;501;V;Dallas Mavericks;36;22;26;23;107;226;226.5;175;111.5
125;502;H;Utah Jazz;25;30;25;32;112;2.5;5;-210;5
125;503;V;Brooklyn Nets;26;24;30;26;121;1;2.5;-140;4.5
125;504;H;Detroit Pistons;25;35;17;29;111;226;229;120;117
125;505;V;Chicago Bulls;25;34;40;19;118;1;210.5;-105;104.5
125;506;H;Cleveland Cavaliers;31;26;19;30;106;217;1;-115;pk
125;507;V;Oklahoma City Thunder;28;24;39;22;113;2;226;105;109.5
125;508;H;Minnesota Timberwolves;22;26;24;32;104;226.5;1.5;-125;2
125;509;V;Los Angeles Lakers;25;25;23;18;91;4.5;5;-230;6
125;510;H;Philadelphia 76ers;35;24;26;23;108;217;217.5;185;107
126;511;V;Houston Rockets;36;23;30;21;110;226.5;225.5;120;109.5
126;512;H;Denver Nuggets;27;30;33;27;117;pk;2.5;-140;3
126;513;V;Toronto Raptors;37;26;23;24;110;2.5;3.5;-170;108.5
126;514;H;San Antonio Spurs;21;30;34;21;106;223;220;145;2
126;515;V;Boston Celtics;20;22;39;27;108;230.5;233;105;5
126;516;H;New Orleans Pelicans;32;30;29;32;123;pk;1.5;-125;119
126;517;V;Phoenix Suns;18;27;33;31;109;236;229.5;115;2
126;518;H;Memphis Grizzlies;30;26;25;33;114;2;2;-135;117.5
126;519;V;Los Angeles Clippers;26;28;31;27;112;4.5;3;-155;1.5
126;520;H;Orlando Magic;28;24;20;25;97;217.5;217.5;135;107
126;521;V;Brooklyn Nets;28;24;24;21;97;1;219.5;120;111
126;522;H;New York Knicks;30;25;30;25;110;221.5;2.5;-140;0.5
126;523;V;Washington Wizards;33;39;30;31;133;240;241.5;-105;1.5
126;524;H;Atlanta Hawks;31;47;41;33;152;1.5;1;-115;119
126;525;V;Indiana Pacers;27;29;37;36;129;220.5;221;130;1.5
126;526;H;Portland Trail Blazers;36;30;40;33;139;1;3;-150;109.5
127;527;V;Cleveland Cavaliers;24;29;36;26;115;221;214;240;109.5
127;528;H;Detroit Pistons;23;22;27;28;100;6.5;7;-300;6
127;529;V;Orlando Magic;21;27;23;21;92;211.5;207.5;240;102
127;530;H;Miami Heat;31;23;31;28;113;4;6.5;-300;2
127;531;V;Dallas Mavericks;25;34;29;19;107;1;5;-230;109.5
127;532;H;Oklahoma City Thunder;22;25;30;20;97;225;223;185;1
127;533;V;Sacramento Kings;24;26;28;41;133;225.5;224;135;4
127;534;H;Minnesota Timberwolves;37;31;29;22;129;3;3;-155;109.5
127;535;V;San Antonio Spurs;28;20;37;24;109;1.5;213;100;109
127;536;H;Chicago Bulls;21;29;25;35;110;218;1.5;-120;0.5
127;537;V;Houston Rockets;28;31;28;39;126;224.5;221;900;110
127;538;H;Utah Jazz;20;26;29;42;117;12.5;14.5;-1600;12
128;539;V;New York Knicks;26;24;16;26;92;210;209;100;103.5
128;540;H;Charlotte Hornets;15;32;21;29;97;1;1.5;-120;1.5
128;541;V;Golden State Warriors;27;27;28;22;104;212.5;216;750;105.5
128;542;H;Philadelphia 76ers;26;33;27;29;115;12.5;13;-1200;6.5
128;543;V;Boston Celtics;36;17;27;29;109;216.5;218.5;115;112
128;544;H;Miami Heat;28;20;28;25;101;2;2;-135;2.5
128;545;V;New Orleans Pelicans;40;34;30;21;125;6.5;8.5;-380;1.5
128;546;H;Cleveland Cavaliers;34;31;25;21;111;233;232;290;114
128;547;V;Atlanta Hawks;23;33;27;31;114;233;234.5;750;114
128;548;H;Toronto Raptors;33;35;29;33;130;12.5;13;-1200;4
128;549;V;Denver Nuggets;18;32;16;30;96;226;224;105;3.5
128;550;H;Memphis Grizzlies;31;32;19;22;104;pk;1.5;-125;108.5
128;551;V;Washington Wizards;28;35;41;27;131;240;241.5;550;118
128;552;H;Milwaukee Bucks;42;46;29;34;151;16;11.5;-800;pk
128;553;V;Phoenix Suns;32;28;48;25;133;229;228.5;250;117
128;554;H;Dallas Mavericks;19;36;22;27;104;6.5;7;-310;7.5
129;557;V;Chicago Bulls;24;27;29;20;106;214;215;325;106.5
129;558;H;Indiana Pacers;25;30;25;20;115;9;8.5;-425;3.5
129;559;V;Detroit Pistons;30;38;25;22;115;224;226;200;109.5
129;560;H;Brooklyn Nets;32;38;29;26;125;5;5.5;-250;3
129;561;V;Memphis Grizzlies;32;27;37;31;127;2;2.5;-140;114.5
129;562;H;New York Knicks;32;20;32;22;106;224;222;120;1
129;563;V;Utah Jazz;29;33;32;26;120;5;5;-240;5
129;564;H;San Antonio Spurs;37;33;28;29;127;221;221.5;190;115
129;565;V;Oklahoma City Thunder;23;36;37;24;120;2.5;2.5;-140;106.5
129;566;H;Sacramento Kings;16;31;29;24;100;220.5;219;120;2.5
129;567;V;Houston Rockets;36;24;22;30;112;1.5;5;-220;5.5
129;568;H;Portland Trail Blazers;30;41;26;28;125;235.5;242;180;119.5
130;569;V;Toronto Raptors;31;25;32;27;115;0.5;9.5;-550;4.5
130;570;H;Cleveland Cavaliers;26;26;24;33;109;220.5;223.5;400;109.5
130;571;V;Charlotte Hornets;33;27;19;28;107;227.5;227;150;112
130;572;H;Washington Wizards;26;29;31;35;121;3.5;4;-180;3.5
130;573;V;Philadelphia 76ers;31;36;25;25;117;7.5;6;-260;7.5
130;574;H;Atlanta Hawks;39;35;25;28;127;228;228.5;210;113
130;575;V;Golden State Warriors;22;28;29;25;104;222;224.5;750;110
130;576;H;Boston Celtics;29;31;31;28;119;12.5;13.5;-1200;4
130;577;V;Sacramento Kings;28;36;21;39;124;228;224;850;110.5
130;578;H;Los Angeles Clippers;33;14;24;32;103;13.5;14;-1500;11
130;579;V;Utah Jazz;23;25;22;30;100;215.5;3;-150;0.5
130;580;H;Denver Nuggets;21;22;33;30;106;1.5;215.5;130;111
131;501;V;Toronto Raptors;30;30;18;27;105;4.5;4;-180;108
131;502;H;Detroit Pistons;20;27;22;23;92;223;222;150;1.5
131;503;V;Chicago Bulls;23;34;39;22;118;220.5;219;190;2
131;504;H;Brooklyn Nets;35;38;30;30;133;5;5.5;-240;105
131;505;V;Dallas Mavericks;28;32;25;36;121;236.5;238;290;117
131;506;H;Houston Rockets;35;30;36;27;128;8.5;8;-380;3
131;507;V;Memphis Grizzlies;22;37;27;25;111;242.5;242;260;123.5
131;508;H;New Orleans Pelicans;31;35;44;29;139;4.5;7.5;-330;2
131;509;V;Oklahoma City Thunder;25;28;26;32;111;1;223;-110;109
131;510;H;Phoenix Suns;27;25;29;26;107;222.5;pk;-110;pk
131;511;V;Denver Nuggets;35;25;40;27;127;224;226;700;111
131;512;H;Milwaukee Bucks;43;24;24;24;115;9.5;13;-1100;6
131;513;V;Portland Trail Blazers;38;22;43;24;127;230.5;232.5;750;114
131;514;H;Los Angeles Lakers;36;26;34;23;119;12.5;13;-1200;7
201;515;V;Minnesota Timberwolves;32;23;31;20;106;229;230.5;450;112
201;516;H;Los Angeles Clippers;40;22;36;20;118;10;10.5;-650;3.5
201;517;V;Miami Heat;28;29;19;26;102;1;2.5;-140;102.5
201;518;H;Orlando Magic;25;24;18;22;89;206.5;209.5;120;0.5
201;519;V;New York Knicks;24;26;22;20;92;213.5;213;500;105.5
201;520;H;Indiana Pacers;11;28;32;14;85;10.5;11;-700;9.5
201;521;V;Brooklyn Nets;36;25;23;23;107;1.5;1.5;-130;1
201;522;H;Washington Wizards;27;32;22;32;113;239;242;110;124
201;523;V;Golden State Warriors;31;30;44;26;131;223.5;224.5;115;109.5
201;524;H;Cleveland Cavaliers;32;27;19;34;112;1;2;-135;2.5
201;525;V;Philadelphia 76ers;19;32;16;28;95;213.5;1.5;-120;2.5
201;526;H;Boston Celtics;32;27;27;30;116;2;213;100;104.5
201;527;V;Atlanta Hawks;26;23;23;28;100;237;236.5;170;2
201;528;H;Dallas Mavericks;36;26;35;26;123;6;4.5;-200;115
201;529;V;Charlotte Hornets;28;35;11;16;90;214.5;214.5;325;105
201;530;H;San Antonio Spurs;30;20;29;35;114;8;8;-425;8
201;531;V;Utah Jazz;34;19;30;24;107;5;6.5;-270;6
201;532;H;Portland Trail Blazers;33;30;31;30;124;228;228.5;220;118.5
201;533;V;Los Angeles Lakers;44;37;23;25;129;6.5;7;-300;110.5
201;534;H;Sacramento Kings;22;42;25;24;113;227;226.5;240;1
202;535;V;Denver Nuggets;44;21;24;22;123;3;2.5;-145;2.5
202;536;H;Detroit Pistons;30;38;22;21;128;218.5;211.5;125;105.5
